,Полный индекс дисциплины,Дисциплина,Направленность,Квалификация,Форма обучения,Год набора,Семестр,Реализуется после,Competence_TFIDF,Training_Outcomes_TFIDF,Topics_TFIDF
1318,ФТД.06.01 «Управление НКО»,«Управление НКО»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,5,[],0.41363329541341676,0.6231368588920017,0.4131531015220994
1319,Б1.В.04 «Статистика»,«Статистика»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,5,[],0.3885441746965695,0.7279908112432241,0.5358059677086049
1320,К.М.01.01 «Безопасность жизнедеятельности»,«Безопасность жизнедеятельности»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,1,[],0.40676294250758543,0.6756183221042176,0.5231929792906946
1321,ФТД.06.02 «Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Эффективное государственное управление»,бакалавр,очно-заочная,2023,6,[],0.41363329541341676,0.5352823565267688,0.5299390248239558
1322,Б1.В.06.06 «Экономическая оценка инвестиций»,«Экономическая оценка инвестиций»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,7,['Рынок ценных бумаг'],0.46845962403124997,0.4632333892385239,0.6140929204738839
1323,Б1.О.01.01 «История России»,«История России»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,2,"['Всеобщая история', 'Введение в профессиональную деятельность']",0.5078004809560508,0.5277234781415236,0.8430369028679183
1324,Б1.В.16 «Основы кибернетики»,«Основы кибернетики»,«Цифровое государство»,бакалавр,очная,2022,4,[],0.5172773016175362,0.5119932531335649,0.39979071423531864
1325,Б1.О.27 «Основы российской государственности»,«Основы российской государственности»,«Государственная и муниципальная служба»,бакалавр,очная,2023,1,[],0.47657780154595725,0.5048993953316062,0.3857516626435349
1326,Б1.О.13 «Теория управления»,«Теория управления»,«Цифровое государство»,бакалавр,очная,2022,3,[],0.5731176396877946,0.6987721788260889,0.5154955284540166
1327,Б1.В.14 «Служебное право»,«Служебное право»,«Эффективное государственное управление»,бакалавр,очная,2022,7,[],0.5530720371236484,0.44783811552149067,0.5662693017210011
1328,ФТД.02 «Экономика инноваций»,«Экономика инноваций»,«Цифровое государство»,бакалавр,очная,2023,5,"['Микроэкономика', 'Макроэкономика', 'Прогнозирование и планирование', 'Цифровое государство и современные организации: основы управления']",0.5172773016175362,0.6179228735528224,0.5195223531157499
1329,Б1.В.09.ДВ.11.0 «Энергетическая и сырьевая безопасность»,«Энергетическая и сырьевая безопасность»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,5,[],0.24672707642229424,0.3712127127680381,0.32774316788280833
1330,"Б1.В.ДВ.11.01 «Практикум ""Ресурсы и конкурентные преимущества региона""»","«Практикум ""Ресурсы и конкурентные преимущества региона""»",«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,7,[],0.41005469202621797,0.42971517864680436,0.3699700435881449
1331,Б1.О.12 «Введение в профессиональную деятельность»,«Введение в профессиональную деятельность»,«Цифровое государство»,бакалавр,очная,2022,1,[],0.4864216514013398,0.6018041920584586,0.6740736121482802
1332,К.М.01.01 «Безопасность жизнедеятельности»,«Безопасность жизнедеятельности»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,1,[],0.35127634890018317,0.5524206760319784,0.5231929792906946
1333,Б1.В.ДВ.05.03 «Оценка эффективности государственных проектов и программ»,«Оценка эффективности государственных проектов и программ»,«Цифровое государство»,бакалавр,очная,2023,8,[],0.4488735226995399,0.46728422539739256,0.5613055213413387
1334,Б1.О.15 «Прогнозирование и планирование»,«Прогнозирование и планирование»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,5,"['Высшая математика', 'Информационные технологии в управлении', 'Социология', 'Цифровое общество, введение в искусственный интеллект и разговорные боты', 'Цифровое общество и управление цифровой репутацией', 'Экономическая теория', 'Налоги и налогообложение']",0.4207238506291064,0.5953217834629484,0.5029614604843932
1335,"Б1.В.ДВ.07.01 «Цифровое общество, введение в искусственный интеллект и разговорные боты»","«Цифровое общество, введение в искусственный интеллект и разговорные боты»",«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,1,[],0.40764391660957,0.5578073188423888,0.8692198958523019
1336,Б1.В.19 «Развитие управленческого потенциала»,«Развитие управленческого потенциала»,«Государственная и муниципальная служба»,бакалавр,очная,2022,7,[],0.30650854635810454,0.43846155778980456,0.6354805849445395
1337,"Б1.В.ДВ.07.01 «Цифровое общество, введение в искусственный интеллект и разговорные боты»","«Цифровое общество, введение в искусственный интеллект и разговорные боты»",«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,1,[],0.40764391660957,0.5578073188423888,0.8692198958523019
1338,К.М.11.ДВ.01.02 «Управление проектами устойчивого развития территорий»,«Управление проектами устойчивого развития территорий»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,7,[],0.41867277971902883,0.4778492298038787,0.44766437712156454
1339,Б1.В.ДВ.08.02 «Основы математического моделирования социально-экономических процессов»,«Основы математического моделирования социально-экономических процессов»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,8,[],0.5172773016175362,0.5779394000781881,0.48537582562868253
1340,Б1.О.10.02 «Макроэкономика»,«Макроэкономика»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,2,[],0.48615939637123284,0.8613211304640894,0.4303440177075485
1341,"Б1.В.ДВ.06.02 «Практикум ""Правовое обеспечение избирательной кампании""»","«Практикум ""Правовое обеспечение избирательной кампании""»",«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,8,[],0.35192330343076866,0.3754750188347788,0.5207504122379907
1342,Б1.О.26 «Конституционное право»,«Конституционное право»,«Цифровое государство»,бакалавр,очная,2023,3,['Теория государства и права'],0.34480143397359914,0.46773110901075476,0.6286410891597729
1343,ФТД.ДВ.02.02 «Тайм-менеджмент»,«Тайм-менеджмент»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,1,[],0.5173158984344369,0.5219527283683617,0.36108098711331127
1344,Б1.В.ДВ.05.01 «Инвестиционная политика»,«Инвестиционная политика»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,8,[],0.3104036229831705,0.3189552549275099,0.5028110421942524
1345,Б1.В.ДВ.05.02 «Миграционная политика»,«Миграционная политика»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,3,[],0.3417963807069084,0.3859989366404014,0.57791312362818
1346,Б1.В.07 «Финансы и кредит»,«Финансы и кредит»,«Цифровое государство»,бакалавр,очная,2022,5,[],0.5172773016175362,0.5236504232411522,0.5178028727560415
1347,Б1.В.ДВ.05.02 «Система и критерии оценки эффективности государственного и муниципального управления»,«Система и критерии оценки эффективности государственного и муниципального управления»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,6,[],0.3936366739940085,0.33496615209499087,0.438980910222895
1348,Б1.В.18.01 «Теория вероятностей»,«Теория вероятностей»,«Цифровое государство»,бакалавр,очная,2022,3,[],0.5172773016175362,0.7366461913620177,0.17650468685975504
1349,Б1.В.17 «Гражданское право»,«Гражданское право»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,7,"['Институты гражданского общества', 'Избирательное право', 'Информационно-аналитическое сопровождение деятельности органов государственной власти и местного самоуправления', 'Трудовое право', 'Судебная власть и правосудие']",0.4811292439879223,0.45476064026402596,0.5114932345360276
1350,Б1.О.22 «Теория государства и права»,«Теория государства и права»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,1,[],0.49325455226234427,0.6075020962927962,0.6100998578200065
1351,Б1.О.18 «Управление человеческими ресурсами»,«Управление человеческими ресурсами»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,6,[],0.5302235557917145,0.5463401475992982,0.4923629209393747
1352,"К.М.06.02 «Цифровое общество, введение в искусственный интеллект и разговорные боты»","«Цифровое общество, введение в искусственный интеллект и разговорные боты»",«Государственное управление устойчивым развитием»,бакалавр,очная,2022,3,[],0.3384856349181891,0.3552276685695815,0.8692198958523019
1353,Б1.О.23 «Муниципальное право»,«Муниципальное право»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,4,[],0.37857577713634954,0.3188451752719148,0.4330555445937632
1354,К.М.07.03 «Социальная политика государства и корпораций»,«Социальная политика государства и корпораций»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,3,[],0.41214361816727835,0.5680310600658642,0.34692721946220473
1355,Б1.В.ДВ.08.02 «Региональные политические процессы»,«Региональные политические процессы»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,7,[],0.3225783387798449,0.36641269203342003,0.5273896924256517
1356,Б1.В.14 «Статистические методы в государственном и муниципальном управлении»,«Статистические методы в государственном и муниципальном управлении»,«Государственная и муниципальная служба»,бакалавр,очная,2022,4,[],0.3993584194639883,0.48891067944983835,0.3247680318263779
1357,ФТД.02 «Введение в экономику»,«Введение в экономику»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2022,1,[],0.25518830275578736,0.663375571869198,0.6080887876747733
1358,Б1.В.12 «Системы управления базами данных»,«Системы управления базами данных»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,4,[],0.3901634282781958,0.5946947425778103,0.3048365521743542
1359,Б1.В.20.01 «Стратегическое управление»,«Стратегическое управление»,«Цифровое государство»,бакалавр,очная,2022,5,[],0.5172773016175362,0.7685522835125042,0.5022200444073469
1360,Б1.В.09.ДВ.02.0 «Политические системы (Political systems)»,«Политические системы (Political systems)»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,6,[],0.470786209036484,0.5900465602785573,0.5704961851727728
1361,Б1.В.02 «Теория организации»,«Теория организации»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,4,[],0.3936366739940085,0.4586479993528025,0.5270399313160078
1362,Б1.В.ДВ.11.02 «Культура России»,«Культура России»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,2,[],0.28675429384659107,0.4120842956925886,0.34554665198771684
1363,К.М.11.ДВ.04.02 «Мировой опыт управления отходами»,«Мировой опыт управления отходами»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,8,[],0.415924939551422,0.5280956243288345,0.39294010642468535
1364,Б1.О.02 «Философия»,«Философия»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,2,[],0.36492902848896175,0.6612777514618651,0.6029382032162904
1365,Б1.О.14 «Система государственного и муниципального управления»,«Система государственного и муниципального управления»,«Эффективное государственное управление»,бакалавр,очная,2023,"3, 2",[],0.44956408400867076,0.5314565088509555,0.6276970074358833
1366,Б1.В.ДВ.04.02 «Организация инвестиционной деятельности (Interaction Between Authorities and Business in Digital Government)»,«Организация инвестиционной деятельности (Interaction Between Authorities and Business in Digital Government)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,"['Микроэкономика', 'Макроэкономика', 'Прогнозирование и планирование']",0.5172773016175362,0.5800782570861159,0.6218711685722641
1367,Б1.О.26 «Конституционное право»,«Конституционное право»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2022,3,[],0.34480143397359914,0.4890140375268003,0.6256247398734579
1368,Б1.В.16 «Зарубежный опыт государственного управления (Foreign experience of public administration)»,«Зарубежный опыт государственного управления (Foreign experience of public administration)»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2022,5,[],0.5377657512166563,0.5191952767410222,0.6847689501059733
1369,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,"3, 4, 2, 5, 6, 1",[],0.3099274436370235,0.6008587148458018,0.48281658177500997
1370,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,"3, 4, 2, 5, 6, 1",[],0.3099274436370235,0.6437724397020991,0.48091033062329636
1371,Б1.О.07 «Русский язык и культура речи»,«Русский язык и культура речи»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,2,[],0.4569640234667383,0.657242602738934,0.4416261470780273
1372,ФТД.01 «Этно-религиозные традиции народов России: история и современные процессы»,«Этно-религиозные традиции народов России: история и современные процессы»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,2,[],0.3798562848314522,0.36854238742709466,0.5686682152211637
1373,"Б1.В.17.ДВ.03.0 «Управление, ориентированное на результат»","«Управление, ориентированное на результат»",«Эффективное государственное управление»,бакалавр,очно-заочная,2023,5,[],0.5173158984344369,0.34740271527090505,0.46355737969407496
1374,Б1.В.08 «Управление государственными и муниципальными финансами»,«Управление государственными и муниципальными финансами»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,6,[],0.5291687236124469,0.44892221308365354,0.5209474804659587
1375,Б1.В.18.ДВ.03.0 «Механизмы реализации государственной кадровой политики»,«Механизмы реализации государственной кадровой политики»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,7,[],0.37518752518181964,0.47869731827384127,0.3071805721307323
1376,Б1.О.01.02 «Всеобщая история»,«Всеобщая история»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,2,[],0.5078004809560508,0.5277234781415236,0.4640081168562317
1377,Б1.В.01 «Социальные основы цифрового государства»,«Социальные основы цифрового государства»,«Цифровое государство»,бакалавр,очная,2023,5,[],0.5172773016175362,0.4916395044111397,0.5278973607693457
1378,Б1.В.15 «Организация предоставления государственных и муниципальных услуг»,«Организация предоставления государственных и муниципальных услуг»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,8,"['Экономика общественного сектора', 'Государственное управление природопользованием', 'Экологическая политика', 'Социология политики']",0.31115654679872384,0.4548207150033165,0.40694534295486745
1379,Б1.В.10.ДВ.03.0 «Право социального обеспечения»,«Право социального обеспечения»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2023,7,[],0.2914691987523483,0.3788395065088428,0.44172401346406803
1380,К.М.01.03 «Элективные дисциплины (модули) по физической культуре и спорту»,«Элективные дисциплины (модули) по физической культуре и спорту»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,"3, 4, 2, 5, 6, 1",[],0.17727091949322996,0.6008587148458018,0.409233029311746
1381,Б1.В.06 «Финансы и кредит (Interaction Between Authorities and Business in Digital Government)»,«Финансы и кредит (Interaction Between Authorities and Business in Digital Government)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,[],0.5172773016175362,0.5236504232411522,0.5178028727560415
1382,Б1.О.22 «Теория государства и права»,«Теория государства и права»,«Государственное управление и правовое регулирование (с углубленным изучением иностранных языков и правовых дисциплин)»,бакалавр,очная,2022,1,[],0.4831080771429315,0.649858434679794,0.6059335294554478
1383,"К.М.06.02 «Цифровое общество, введение в искусственный интеллект и разговорные боты»","«Цифровое общество, введение в искусственный интеллект и разговорные боты»",«Государственное управление устойчивым развитием»,бакалавр,очная,2021,3,[],0.3384856349181891,0.3552276685695815,0.8692198958523019
1384,Б1.В.09.01 «Введение в управление экосистемами»,«Введение в управление экосистемами»,«Управление экосистемами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,"1, 2",[],0.49100695262316313,0.4843809757263007,0.31108163287476026
1385,К.М.01.01 «Безопасность жизнедеятельности»,«Безопасность жизнедеятельности»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,1,[],0.21251727363479864,1.0,0.5685573604880675
1386,Б1.О.09.02 «Информационные технологии в государственном и муниципальном управлении»,«Информационные технологии в государственном и муниципальном управлении»,«Цифровое государство»,бакалавр,очная,2022,1,[],0.4092341214012452,0.7382598003268087,0.5826814953347242
1387,Б1.В.01 «Статистика»,«Статистика»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,3,[],0.3417963807069084,0.48595486256470843,0.5440185961010434
1388,Б1.В.ДВ.04.01 «Управление государственными целевыми программами»,«Управление государственными целевыми программами»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2023,6,[],0.5447969967384898,0.518903112814538,0.5072422287160117
1389,ФТД.ДВ.02.01 «Самоменеджмент»,«Самоменеджмент»,«Эффективное государственное управление»,бакалавр,очная,2023,1,[],0.3885441746965695,0.41219926212942515,0.544873995643494
1390,Б1.В.19.ДВ.04.0 «Социальные гарантии персонала государственной и муниципальной службы»,«Социальные гарантии персонала государственной и муниципальной службы»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2023,9,[],0.264155186066172,0.4234069919590463,0.3879610289139293
1391,ФТД.03 «Теория вероятностей и математическая статистика»,«Теория вероятностей и математическая статистика»,«Управление территориальным развитием (многопрофильный бакалавриат)»,бакалавр,очная,2023,3,['Высшая математика'],0.31491731580873666,0.38014582011171133,0.4836754252537216
1392,Б1.О.17 «Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная гражданская и муниципальная служба в Российской Федерации»,«Государственная и муниципальная служба»,бакалавр,очная,2022,4,[],0.3937896442994829,0.4485159883836228,0.533260400143704
1393,Б1.О.21 «Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Документационное обеспечение и делопроизводство в государственном и муниципальном управлении»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,3,[],0.3937896442994829,0.49391553729960735,0.692979337481892
1394,Б1.В.ДВ.03.04 «Религии и право»,«Религии и право»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.33310201707155723,0.2835282862244734,0.5307252596655755
1395,Б1.В.ДВ.03.01 «Управление рисками»,«Управление рисками»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,8,"['Институциональная экономика', 'Теория организации', 'Региональная экономика', 'Экономика социальной сферы', 'Экономика труда', 'Экономическая социология', 'Социология управления', 'Экономическая безопасность', 'Математические методы в экономике', 'Государственное регулирование экономики', 'Оценка регулирующего воздействия', 'Международный опыт государственного управления', 'Риск-ориентированное государственное регулирование']",0.5124261414282161,0.5970504851916895,0.419918320927358
1396,Б1.О.24 «Административное право (European Competition Law)»,«Административное право (European Competition Law)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,5,['Конституционное право'],0.34480143397359914,0.526485156890629,0.5966530066598971
1397,Б1.В.ДВ.08.01 «Политический анализ и прогнозирование»,«Политический анализ и прогнозирование»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,8,[],0.5598077872447053,0.5990918875230362,0.5795772216326932
1398,Б1.О.05 «Социология»,«Социология»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,3,"['Высшая математика', 'Информационные технологии в управлении']",0.35562467583460716,0.38078510501117824,0.5335812833506484
1399,Б1.О.21 «Экономика предприятия»,«Экономика предприятия»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,3,[],0.2995962058323164,0.0,0.4587386241361457
1400,Б1.В.ДВ.09.01 «Национальные и федеративные отношения»,«Национальные и федеративные отношения»,«Внутренняя политика и лидерство»,бакалавр,очная,2022,8,"['Государственное регулирование экономики', 'Политическая философия', 'Практикум ""Внутренняя политика""', 'Управление наукой и инновациями', 'Управление в сфере культуры', 'Парламентская деятельность']",0.43247761726693346,0.43379016010750904,0.48939168436176633
1401,Б1.В.ДВ.03.04 «Религии и право»,«Религии и право»,«Политика и право (российско-испанская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,4,[],0.33310201707155723,0.2835282862244734,0.5307252596655755
1402,Б1.В.ДВ.01.02 «Корпоративная культура государственной службы»,«Корпоративная культура государственной службы»,«Государственная и муниципальная служба»,бакалавр,очная,2022,8,[],0.49303916897397226,0.4928358147182739,0.35489971876788073
1403,Б1.В.12 «Оценка регулирующего воздействия»,«Оценка регулирующего воздействия»,«Государственная и муниципальная служба»,бакалавр,очно-заочная,2022,7,[],0.3993584194639883,0.3925498978822797,0.38996354678412637
1404,Б1.О.11 «Финансовое планирование и бюджетирование в организации (Organisational Behaviour)»,«Финансовое планирование и бюджетирование в организации (Organisational Behaviour)»,«Цифровое государство (российско-французская программа с углубленным изучением иностранного языка)»,бакалавр,очная,2022,5,['Прогнозирование и планирование'],0.5762337843333041,0.6057884804495022,0.5819187836441774
1405,Б1.В.17.ДВ.02.0 «Организация инвестиционной деятельности»,«Организация инвестиционной деятельности»,«Эффективное государственное управление»,бакалавр,очно-заочная,2022,6,[],0.33066143158323547,0.34740271527090505,0.5061149323567825
1406,К.М.10.06 «Оценка регулирующего воздействия»,«Оценка регулирующего воздействия»,«Государственное управление устойчивым развитием»,бакалавр,очная,2021,6,[],0.3666736317774585,0.39802773276335845,0.348918696585124
1407,Б1.В.16.01 «Теория организации»,«Теория организации»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2022,4,[],0.5428143969378311,0.6637745904848076,0.5270399313160078
1408,К.М.09.ДВ.01.01 «Основы математического моделирования социально-экономических процессов»,«Основы математического моделирования социально-экономических процессов»,«Государственное управление устойчивым развитием»,бакалавр,очная,2022,6,[],0.415924939551422,0.4053338513208617,0.2918603434255755
1409,ФТД.02 «Этно-религиозные традиции народов России: история и современные процессы»,«Этно-религиозные традиции народов России: история и современные процессы»,«Эффективное государственное управление»,бакалавр,очная,2022,2,[],0.35115620516452106,0.3165826626830157,0.6393587525231418
1410,Б1.В.10 «Региональное управление и территориальное планирование»,«Региональное управление и территориальное планирование»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,6,[],0.26413728942603454,0.37540529712883125,0.5194772161705804
1411,Б1.В.ДВ.13.02 «Цифровое общество и управление цифровой репутацией»,«Цифровое общество и управление цифровой репутацией»,«Цифровое государство»,бакалавр,очная,2022,1,[],0.40764391660957,0.7298921949270324,0.875380208287342
1412,ФТД.ДВ.01.03 «Среда обучения для лиц с ограниченными возможностями здоровья»,«Среда обучения для лиц с ограниченными возможностями здоровья»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2022,1,[],0.3446657611217678,0.42272667335656877,0.35727781287670596
1413,Б1.В.ДВ.01.01 «Административное устройство Франции (Administration territoriale de la France)»,«Административное устройство Франции (Administration territoriale de la France)»,«Политика и право (российско-французская программа с углубленным изучением иностранных языков)»,бакалавр,очная,2022,6,[],0.4593825467197635,0.7680212242086085,0.34216125762562544
1414,Б1.О.24 «Административное право»,«Административное право»,«Цифровое государство»,бакалавр,очная,2023,5,['Конституционное право'],0.34480143397359914,0.526485156890629,0.5966530066598971
1415,ФТД.06.02 «Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО»,«Эффективное государственное управление. Образовательная программа на иностранном языке»,бакалавр,очная,2023,6,[],0.41363329541341676,0.5352823565267688,0.5299390248239558
1416,Б1.В.17.ДВ.01.0 «Моделирование продукта в рекламе и PR»,«Моделирование продукта в рекламе и PR»,«Общественные связи и медиакоммуникации в государственном и муниципальном управлении»,бакалавр,очная,2023,3,['Современный русский язык'],0.4511838434053246,0.3758924746823596,0.5185154445488536
1417,ФТД.ДВ.01.01 «Выработка и развитие навыков социализации в студенческой среде образовательной организации лиц с ограниченными возможностями здоровья»,«Выработка и развитие навыков социализации в студенческой среде образовательной организации лиц с ограниченными возможностями здоровья»,«Государственная и муниципальная служба»,бакалавр,очная,2023,1,[],0.47657780154595725,0.4210264161944591,0.5340095542179691
1418,Б1.В.04 «Экономика общественного сектора»,«Экономика общественного сектора»,«Внутренняя политика и лидерство»,бакалавр,очная,2023,4,[],0.30902850636995505,0.42841880112626485,0.5335994315769641
1419,Б1.В.17.ДВ.01.0 «Отраслевая экономика»,«Отраслевая экономика»,«Экономика и управление (с углубленным изучением иностранного языка и экономических дисциплин)»,бакалавр,очная,2023,3,[],0.49753021430071326,0.6529153732249959,0.31409401577803187
1420,Б1.В.05.03 «Международный опыт государственного управления»,«Международный опыт государственного управления»,«Управление государственными проектами и программами (с углубленным изучением иностранного языка)»,бакалавр,очная,2023,7,['Государственное регулирование экономики'],0.36394975565486837,0.0,0.6857429941263095
1421,Б1.В.ДВ.02.04 «Религии и право»,«Религии и право»,«Политика и право (с углубленным изучением иностранных языков)»,бакалавр,очная,2023,4,[],0.33310201707155723,0.2835282862244734,0.5307252596655755
